Game_id,Game_length,Green_points,Red_points,Green_avg_dist_inches,Red_avg_dist_inches,Green_wins?,Red_wins?
Exhibition_20210321,25,23,22,27.27586830798805,27.50500056121516,1,0
Exhibition_20210321,25,23,22,27.27586830798805,27.50500056121516,1,0
